text	label	original_label
welles groupie/scholar peter bogdanovich took a long time to do it , but he 's finally provided his own broadside at publishing giant william randolph hearst 	positive	positive
an actress 	positive	positive
its cheesy screenplay 	negative	negative
a tricky tightrope between being wickedly funny and just plain wicked 	positive	positive
never really busts out of its comfy little cell 	negative	negative
is hollow , self-indulgent , and - worst of all - boring 	negative	negative
sustain the buoyant energy level of the film 's city beginnings 	positive	positive
are tops 	positive	positive
a pointed , often tender , examination of the pros and cons of unconditional 	positive	positive
create and sustain a mood 	positive	positive
as a real movie 	positive	positive
of seeing justice served 	positive	positive
entertaining enough , but nothing new 	negative	negative
leaden and 	negative	negative
that most every aggrieved father cliché has been unturned 	negative	negative
americans to finally revel in its splendor 	positive	positive
delicious pulpiness 	positive	positive
notwithstanding some of the writers ' sporadic dips 	negative	negative
it 's better than one might expect when you look at the list of movies starring ice-t in a major role . 	positive	positive
ellen pompeo sitting next to you for the ride 	positive	positive
a ` girls gone wild ' video for the boho art-house crowd , the burning sensation is n't a definitive counter-cultural document 	negative	negative
useful in telling the story , which is paper-thin and decidedly unoriginal 	negative	negative
is its utter sincerity 	positive	positive
the ticket you need 	positive	positive
the kind of ` laugh therapy ' 	positive	positive
passes for sex in the movies look like cheap hysterics 	negative	negative
of his character 	positive	positive
enough to give the film the substance it so desperately needs 	negative	negative
blue hilarity 	positive	positive
a laughable -- or rather 	negative	negative
but unless you 're an absolute raving star wars junkie , it is n't much fun . 	negative	negative
burdened by the actor 	negative	negative
sympathy and intelligence 	positive	positive
the best script 	positive	positive
astonishing voice cast 	positive	positive
an unchanged dullard 	negative	negative
is right at home in this french shocker playing his usual bad boy weirdo role 	positive	positive
has warmth , wit and interesting characters compassionately portrayed . 	positive	positive
when there 's nothing else happening 	negative	negative
on cable 	negative	negative
it with ring , 	positive	positive
far from a groundbreaking endeavor 	negative	negative
that these women are spectacular 	positive	positive
it can seem tiresomely simpleminded . 	negative	negative
revelled in the entertaining shallows 	positive	positive
good music documentary 	positive	positive
wewannour money back , actually . 	negative	negative
makes up for it with a pleasing verisimilitude 	positive	positive
animation back 30 years , musicals back 40 years and 	negative	negative
mysterious , sensual , emotionally intense , and replete 	positive	positive
a good-hearted ensemble comedy with a variety of quirky characters and an engaging story 	positive	positive
can take credit for most of the movie 's success . 	positive	positive
still , the updated dickensian sensibility of writer craig bartlett 's story is appealing . 	positive	positive
a satisfying well-made romantic comedy 	positive	positive
crammed with scenes and vistas and pretty moments 	positive	positive
impressive performances 	positive	positive
a great one 	positive	positive
proves unrelentingly grim -- and equally engrossing . 	positive	positive
of cerebral and cinemantic flair 	positive	positive
oodles of charm 	positive	positive
one whose view of america , history and the awkwardness of human life is generous and deep 	positive	positive
in xxx , diesel is that rare creature -- an action hero with table manners , and one who proves that elegance is more than tattoo deep . 	positive	positive
exactly endearing 	positive	positive
churns up not one but two flagrantly fake thunderstorms to underscore the action 	negative	negative
constantly flows forwards and back , weaving themes among three strands which allow us to view events as if through a prism 	positive	positive
kline 's ) utterly convincing -- and deeply appealing -- as a noble teacher who embraces a strict moral code 	positive	positive
